date,open,high,low,close,volume
2026-04-13,452.99,458.22,451.25,454.73,8174764
2026-04-14,453.99,464.45,450.51,457.48,19438893
2026-04-15,454.41,463.89,451.24,457.57,40233767
2026-04-16,461.40,461.71,461.29,461.50,41484919
2026-04-17,457.00,470.51,452.49,461.50,35259673
2026-04-20,458.55,467.40,455.60,461.50,40507225
2026-04-21,457.11,470.28,452.72,461.50,33760684
2026-04-22,460.51,463.49,459.51,461.50,4409982
2026-04-23,458.99,466.15,456.60,461.37,10267981
2026-04-24,457.25,462.49,455.51,459.00,5068835
2026-04-27,457.98,461.57,456.78,459.18,19734000
2026-04-28,456.67,463.68,454.33,459.01,36583475
2026-04-29,451.93,465.04,447.56,456.30,48324204
2026-04-30,450.81,453.47,449.92,451.70,30960051
2026-05-01,443.78,454.25,440.29,447.27,45328020
2026-05-04,440.31,447.48,437.91,442.70,24169671
2026-05-05,445.87,451.83,443.89,447.86,26302624
2026-05-06,446.70,447.39,446.47,446.93,17310324
2026-05-07,444.70,448.66,443.38,446.02,5776770
2026-05-08,444.19,451.04,441.91,446.48,5687672
2026-05-11,447.33,459.30,443.33,451.32,24351519
2026-05-12,451.89,457.22,450.12,453.67,13032550
2026-05-13,454.02,459.65,452.15,455.90,3928067
2026-05-14,448.90,453.99,447.20,450.60,46561608
2026-05-15,447.28,458.12,443.66,450.89,1078759
2026-05-18,444.89,457.55,440.66,449.11,31309527
2026-05-19,449.74,454.41,448.19,451.30,24622744
2026-05-20,447.46,449.00,446.95,447.97,22495152
2026-05-21,445.05,446.84,444.45,445.65,33735590
2026-05-22,439.00,444.47,437.18,440.82,49393985
2026-05-25,439.45,445.49,437.44,441.46,49665614
2026-05-26,437.99,443.80,436.05,439.93,2618731
2026-05-27,440.47,448.57,437.78,443.17,33188017
2026-05-28,444.58,445.93,444.13,445.03,18480254
2026-05-29,439.50,439.66,439.45,439.56,4856588
2026-06-01,444.94,447.91,443.96,445.93,28159003
2026-06-02,449.38,452.96,448.19,450.57,18779746
2026-06-03,451.27,453.83,450.41,452.12,12849367
2026-06-04,445.09,455.99,441.46,448.73,3457926
2026-06-05,444.61,444.76,444.56,444.66,45385858
2026-06-08,450.28,451.53,449.86,450.70,11016690
2026-06-09,453.15,458.13,451.49,454.81,33957076
2026-06-10,452.46,455.10,451.58,453.34,19429970
2026-06-11,451.84,451.89,451.82,451.85,13384795
2026-06-12,454.57,465.48,450.94,458.21,37295734
2026-06-15,456.38,467.60,452.64,460.12,22135744
2026-06-16,459.16,466.17,456.83,461.50,45192320
