date,open,high,low,close,volume
2025-11-27,178.04,181.25,176.97,179.11,21407556
2025-11-28,178.26,180.12,177.65,178.88,9265062
2025-12-01,175.71,180.47,174.12,177.29,40846101
2025-12-02,175.74,177.75,175.07,176.41,3186771
2025-12-03,177.07,178.86,176.47,177.66,21069199
2025-12-04,175.18,176.55,174.73,175.64,32193824
2025-12-05,175.78,178.94,174.73,176.84,37355319
2025-12-08,176.78,177.95,176.39,177.17,1519187
2025-12-09,175.81,177.93,175.10,176.51,32004564
2025-12-10,178.58,179.34,178.33,178.83,29666902
2025-12-11,179.32,180.00,179.09,179.54,20799626
2025-12-12,181.27,183.18,180.63,181.91,28351811
2025-12-15,179.37,183.11,178.13,180.62,16287470
2025-12-16,182.10,182.27,182.05,182.16,45075174
2025-12-17,180.05,180.44,179.92,180.18,40104232
2025-12-18,178.02,180.65,177.15,178.90,28639102
2025-12-19,176.69,178.99,175.92,177.45,38816221
2025-12-22,177.29,178.96,176.73,177.85,47666948
2025-12-23,177.42,179.17,176.83,178.00,12928902
2025-12-24,178.04,181.06,177.03,179.04,18701310
2025-12-25,178.25,179.58,177.80,178.69,33937435
2025-12-26,177.56,181.38,176.29,178.83,21640327
2025-12-29,179.52,183.15,178.31,180.73,1852200
2025-12-30,181.01,181.32,180.91,181.12,8596419
2025-12-31,183.82,184.00,183.76,183.88,9706582
2026-01-01,183.90,185.54,183.35,184.45,26741395
2026-01-02,181.70,185.92,180.29,183.11,43038622
2026-01-05,181.16,183.13,180.50,181.82,26879081
2026-01-06,182.01,183.46,181.52,182.49,4751428
2026-01-07,183.25,185.47,182.50,183.99,688059
2026-01-08,183.77,183.95,183.71,183.83,49689726
2026-01-09,185.68,187.42,185.10,186.26,40207326
2026-01-12,185.40,188.47,184.38,186.42,7759784
2026-01-13,186.22,189.84,185.01,187.43,30619772
2026-01-14,188.13,189.26,187.75,188.51,2938728
2026-01-15,190.51,191.07,190.32,190.70,43183871
2026-01-16,192.13,194.31,191.41,192.86,23031044
2026-01-19,190.25,193.14,189.28,191.21,21549358
2026-01-20,189.20,193.00,187.93,190.47,14830674
2026-01-21,190.94,193.93,189.94,191.94,15596297
2026-01-22,188.40,191.54,187.36,189.45,16359295
2026-01-23,190.65,191.44,190.39,190.92,21801321
2026-01-26,189.60,192.10,188.77,190.43,19297825
2026-01-27,187.61,191.81,186.21,189.01,24711841
2026-01-28,188.38,189.43,188.04,188.73,1137846
2026-01-29,190.20,194.29,188.84,191.56,4288556
2026-01-30,188.82,190.72,188.18,189.45,35097978
2026-02-02,188.61,191.91,187.51,189.71,26153000
2026-02-03,190.46,192.08,189.92,191.00,9335638
2026-02-04,190.26,190.76,190.09,190.42,11604504
2026-02-05,190.75,194.71,189.42,192.07,21596158
2026-02-06,191.75,193.94,191.02,192.48,39156901
2026-02-09,191.85,192.12,191.76,191.94,31529298
2026-02-10,189.22,189.48,189.13,189.31,5281885
2026-02-11,188.83,189.16,188.72,188.94,2694819
2026-02-12,186.40,187.47,186.05,186.76,4111445
2026-02-13,185.64,191.01,183.84,187.43,24355683
2026-02-16,187.23,191.73,185.72,188.73,15629183
2026-02-17,187.24,190.23,186.25,188.24,41141847
2026-02-18,188.84,194.44,186.98,190.71,13955540
2026-02-19,187.18,192.32,185.46,188.89,41186468
2026-02-20,189.00,191.85,188.05,189.95,29977582
2026-02-23,191.77,192.27,191.61,191.94,31764429
2026-02-24,188.18,192.61,186.71,189.66,13516906
2026-02-25,187.74,190.79,186.73,188.76,6105714
2026-02-26,185.83,190.26,184.35,187.30,34918666
2026-02-27,184.35,187.82,183.19,185.50,29427001
2026-03-02,187.08,190.14,186.06,188.10,38912395
2026-03-03,189.32,193.99,187.77,190.88,38392431
2026-03-04,189.96,192.12,189.24,190.68,9547555
2026-03-05,189.17,194.86,187.27,191.07,390075
2026-03-06,188.46,189.65,188.07,188.86,2743057
2026-03-09,186.40,186.76,186.28,186.52,8373663
2026-03-10,187.73,190.46,186.81,188.64,41808286
2026-03-11,185.43,186.97,184.92,185.94,44524450
2026-03-12,188.06,190.30,187.31,188.80,41769167
2026-03-13,188.69,191.50,187.76,189.63,17166636
2026-03-16,190.40,191.33,190.09,190.71,49534983
2026-03-17,193.00,194.97,192.34,193.65,27015733
2026-03-18,196.08,196.13,196.06,196.09,10798303
2026-03-19,192.63,195.60,191.64,193.62,39533232
2026-03-20,194.13,195.92,193.53,194.72,7242745
2026-03-23,196.01,196.65,195.80,196.23,33925071
2026-03-24,194.18,198.17,192.85,195.51,24604998
2026-03-25,193.69,194.26,193.50,193.88,18066976
2026-03-26,191.72,196.18,190.24,193.21,23316494
2026-03-27,190.27,193.08,189.33,191.21,39337629
2026-03-30,192.15,193.05,191.84,192.45,29982019
2026-03-31,193.63,198.33,192.06,195.19,17618820
2026-04-01,193.54,194.28,193.29,193.79,36217946
2026-04-02,194.88,199.89,193.21,196.55,30456095
2026-04-03,194.19,197.13,193.21,195.17,6386434
2026-04-06,197.63,198.09,197.48,197.79,40491599
2026-04-07,196.54,202.18,194.66,198.42,34602589
2026-04-08,200.07,203.41,198.95,201.18,44961403
2026-04-09,199.03,199.57,198.85,199.21,44262241
2026-04-10,199.48,199.64,199.43,199.53,44355131
2026-04-13,198.87,204.72,196.92,200.82,9940786
2026-04-14,199.20,202.49,198.11,200.30,18396988
2026-04-15,199.89,201.18,199.46,200.32,6371733
2026-04-16,199.95,203.50,198.77,201.14,24520244
2026-04-17,201.84,203.97,201.12,202.55,9112786
2026-04-20,202.00,204.32,201.22,202.77,47455318
2026-04-21,198.83,202.27,197.68,199.97,17759973
2026-04-22,198.20,201.82,196.99,199.40,7046788
2026-04-23,196.67,201.48,195.07,198.27,36482976
2026-04-24,195.06,198.48,193.92,196.20,13730700
2026-04-27,195.72,200.43,194.15,197.29,7001110
2026-04-28,198.08,198.63,197.89,198.26,49586041
2026-04-29,194.64,199.73,192.94,196.34,5214177
2026-04-30,193.92,197.42,192.75,195.09,33909866
2026-05-01,196.36,199.49,195.32,197.40,37463603
2026-05-04,194.05,199.81,192.14,195.97,6070544
2026-05-05,195.08,195.61,194.91,195.26,39982394
2026-05-06,193.02,198.60,191.16,194.88,26146089
2026-05-07,193.69,195.67,193.03,194.35,32441976
2026-05-08,190.83,194.91,189.47,192.19,49032346
2026-05-11,193.15,194.98,192.53,193.76,48264810
2026-05-12,193.74,198.13,192.28,195.21,26965485
2026-05-13,191.10,196.18,189.41,192.79,40897064
2026-05-14,194.00,196.95,193.02,194.98,46236636
2026-05-15,194.83,197.88,193.81,195.85,17264505
2026-05-18,197.53,201.53,196.20,198.87,12028388
2026-05-19,197.57,201.96,196.11,199.03,34676656
2026-05-20,200.84,204.19,199.73,201.96,28038826
2026-05-21,203.67,205.54,203.04,204.29,398114
2026-05-22,204.41,205.05,204.19,204.62,35892478
2026-05-25,203.48,208.63,201.76,205.19,49597838
2026-05-26,207.67,208.85,207.28,208.06,25656193
2026-05-27,207.40,208.59,207.00,207.79,48025560
2026-05-28,209.00,209.84,208.72,209.28,2328063
2026-05-29,209.10,209.34,209.02,209.18,13353903
2026-06-01,210.26,210.32,210.24,210.28,17472771
2026-06-02,208.24,208.74,208.07,208.40,7566529
2026-06-03,204.99,206.62,204.45,205.54,29846936
2026-06-04,203.33,205.74,202.53,204.13,41707933
2026-06-05,206.43,206.83,206.30,206.56,44319166
2026-06-08,207.21,212.99,205.28,209.13,10025380
2026-06-09,208.69,211.84,207.64,209.74,10229761
2026-06-10,207.76,213.64,205.80,209.72,1229178
2026-06-11,209.66,213.39,208.42,210.90,19953662
2026-06-12,210.94,215.08,209.56,212.32,44236487
2026-06-15,215.01,215.54,214.84,215.19,30935486
2026-06-16,211.49,213.81,210.72,212.27,1779132
