date,open,high,low,close,volume
2026-02-11,427.97,428.44,427.81,428.13,22096091
2026-02-12,431.08,436.76,429.19,432.97,742859
2026-02-13,428.21,434.59,426.08,430.34,2939563
2026-02-16,434.59,438.74,433.21,435.98,30463405
2026-02-17,439.39,446.37,437.07,441.72,40350800
2026-02-18,441.15,451.99,437.54,444.76,15485753
2026-02-19,447.68,456.77,444.65,450.71,40643384
2026-02-20,449.52,461.42,445.56,453.49,15394231
2026-02-23,451.45,455.84,449.98,452.91,12906354
2026-02-24,449.32,452.20,448.36,450.28,20872540
2026-02-25,445.82,453.77,443.17,448.47,30790316
2026-02-26,448.39,448.52,448.35,448.43,9515630
2026-02-27,441.32,448.11,439.06,443.59,15676267
2026-03-02,444.87,450.90,442.86,446.88,42227556
2026-03-03,449.53,452.66,448.49,450.58,44322516
2026-03-04,443.14,446.94,441.87,444.41,31216018
2026-03-05,444.37,448.77,442.91,445.84,19526858
2026-03-06,448.55,452.24,447.32,449.78,5575647
2026-03-09,455.28,457.19,454.65,455.92,33017751
2026-03-10,456.78,458.88,456.08,457.48,2783152
2026-03-11,460.61,461.94,460.16,461.05,44998685
2026-03-12,456.82,465.98,453.76,459.87,1105388
2026-03-13,451.23,460.20,448.25,454.22,48025430
2026-03-16,452.33,457.32,450.66,453.99,37600338
2026-03-17,450.69,454.38,449.46,451.92,3204549
2026-03-18,452.37,458.86,450.21,454.53,35412330
2026-03-19,446.37,459.34,442.05,450.70,21338124
2026-03-20,454.58,459.05,453.09,456.07,45152184
2026-03-23,450.05,459.71,446.83,453.27,20099310
2026-03-24,456.98,463.30,454.87,459.09,16151161
2026-03-25,456.25,465.93,453.02,459.48,34006896
2026-03-26,450.17,461.16,446.50,453.83,22159960
2026-03-27,456.38,462.69,454.28,458.49,12870605
2026-03-30,451.52,459.56,448.84,454.20,30925849
2026-03-31,448.29,448.48,448.23,448.35,13412915
2026-04-01,441.38,454.70,436.94,445.82,14329306
2026-04-02,442.64,450.62,439.98,445.30,35183197
2026-04-03,442.47,452.84,439.01,445.93,45604787
2026-04-06,444.52,452.27,441.94,447.10,6505520
2026-04-07,447.97,455.26,445.53,450.40,11456982
2026-04-08,444.28,452.02,441.70,446.86,454682
2026-04-09,447.60,460.01,443.47,451.74,1084837
2026-04-10,446.49,446.92,446.35,446.63,700343
2026-04-13,440.52,441.99,440.03,441.01,14106018
2026-04-14,436.77,442.59,434.83,438.71,44517631
2026-04-15,441.61,447.67,439.58,443.63,9397930
2026-04-16,437.43,446.86,434.29,440.58,18338565
2026-04-17,446.21,448.28,445.52,446.90,5928814
2026-04-20,440.63,453.50,436.34,444.92,3198428
2026-04-21,448.70,453.49,447.11,450.30,28031673
2026-04-22,450.87,451.37,450.71,451.04,14836156
2026-04-23,451.93,460.61,449.04,454.82,44827284
2026-04-24,459.28,459.54,459.20,459.37,28587028
2026-04-27,454.57,455.34,454.32,454.83,40675579
2026-04-28,447.69,455.57,445.06,450.31,17419386
2026-04-29,443.80,449.39,441.93,445.66,28259430
2026-04-30,447.01,453.94,444.70,449.32,4412297
2026-05-01,443.43,453.10,440.21,446.65,38369325
2026-05-04,448.52,448.75,448.44,448.59,30595176
2026-05-05,447.58,459.95,443.45,451.70,35324658
2026-05-06,446.21,452.26,444.19,448.23,35904770
2026-05-07,443.12,447.52,441.66,444.59,25932815
2026-05-08,439.81,439.85,439.80,439.82,48798612
2026-05-11,440.08,443.60,438.91,441.25,25831098
2026-05-12,436.98,443.63,434.77,439.20,44009804
2026-05-13,433.45,444.80,429.67,437.24,4020030
2026-05-14,435.75,440.54,434.16,437.35,15708499
2026-05-15,439.94,446.55,437.74,442.14,7881123
2026-05-18,439.03,445.31,436.94,441.12,25898726
2026-05-19,432.23,443.56,428.45,436.01,951138
2026-05-20,430.93,441.44,427.42,434.43,8742706
2026-05-21,434.55,439.51,432.89,436.20,9480118
2026-05-22,430.60,439.30,427.71,433.50,38800931
2026-05-25,430.91,440.92,427.57,434.24,2124616
2026-05-26,430.99,433.83,430.04,431.94,14688095
2026-05-27,425.24,431.98,423.00,427.49,38517238
2026-05-28,430.30,431.66,429.84,430.75,48903156
2026-05-29,431.62,440.56,428.64,434.60,38803337
2026-06-01,439.41,441.07,438.86,439.97,36675298
2026-06-02,439.45,442.77,438.34,440.56,8910058
2026-06-03,442.81,447.81,441.14,444.48,31287077
2026-06-04,449.34,451.85,448.50,450.17,7712625
2026-06-05,449.54,459.57,446.19,452.88,15285370
2026-06-08,452.85,466.31,448.37,457.34,21962868
2026-06-09,457.01,470.04,452.66,461.35,7657883
2026-06-10,455.07,456.53,454.58,455.56,6121065
2026-06-11,453.40,458.68,451.64,455.16,31929928
2026-06-12,450.83,452.61,450.24,451.42,9063933
2026-06-15,452.76,464.81,448.74,456.78,13222179
2026-06-16,450.27,454.68,448.80,451.74,853566
