date,open,high,low,close,volume
2025-10-29,204.60,209.45,202.98,206.22,28770112
2025-10-30,202.09,206.96,200.47,203.72,8984678
2025-10-31,204.98,205.56,204.79,205.17,35636407
2025-11-03,200.83,205.08,199.41,202.24,1078919
2025-11-04,202.65,205.49,201.70,203.60,31395237
2025-11-05,202.88,203.71,202.61,203.16,26689037
2025-11-06,199.74,203.29,198.55,200.92,2549665
2025-11-07,197.79,203.45,195.90,199.67,29589233
2025-11-10,200.28,203.19,199.31,201.25,33741908
2025-11-11,200.07,204.52,198.59,201.56,24856152
2025-11-12,202.24,205.55,201.14,203.35,44230297
2025-11-13,199.79,204.08,198.36,201.22,41434315
2025-11-14,200.21,203.36,199.17,201.26,17602372
2025-11-17,197.45,201.91,195.97,198.94,6099483
2025-11-18,197.58,200.72,196.53,198.62,1372587
2025-11-19,200.61,201.43,200.33,200.88,47310758
2025-11-20,197.72,199.81,197.02,198.42,10801297
2025-11-21,195.69,199.64,194.37,197.00,19095241
2025-11-24,198.99,201.66,198.10,199.88,46814447
2025-11-25,200.60,205.11,199.10,202.11,47824989
2025-11-26,201.79,207.71,199.81,203.76,24436074
2025-11-27,202.23,204.02,201.64,202.83,42783945
2025-11-28,199.88,201.85,199.23,200.54,41417356
2025-12-01,199.10,200.20,198.74,199.47,34839587
2025-12-02,197.34,199.56,196.61,198.08,43715411
2025-12-03,198.60,201.68,197.58,199.63,40489298
2025-12-04,197.54,199.78,196.79,198.29,12887897
2025-12-05,200.32,201.35,199.98,200.67,7967935
2025-12-08,201.68,207.37,199.78,203.57,11874761
2025-12-09,202.00,204.27,201.24,202.76,24182658
2025-12-10,199.89,205.43,198.04,201.74,26961921
2025-12-11,202.51,205.14,201.64,203.39,41445764
2025-12-12,202.33,207.17,200.72,203.94,14887900
2025-12-15,205.33,206.26,205.02,205.64,21352827
2025-12-16,202.21,205.13,201.24,203.18,26306017
2025-12-17,203.99,208.10,202.62,205.36,8595377
2025-12-18,202.52,203.27,202.27,202.77,22410298
2025-12-19,204.15,207.06,203.18,205.12,19956255
2025-12-22,206.44,211.39,204.78,208.09,37272168
2025-12-23,206.49,207.08,206.29,206.69,12814265
2025-12-24,207.34,211.08,206.09,208.58,32965512
2025-12-25,210.13,210.47,210.02,210.25,39110485
2025-12-26,207.45,213.40,205.46,209.43,4317409
2025-12-29,208.03,208.80,207.78,208.29,17615438
2025-12-30,209.12,213.51,207.66,210.58,19940273
2025-12-31,206.75,209.95,205.68,207.82,30357767
2026-01-01,204.84,208.75,203.54,206.15,49622033
2026-01-02,206.19,210.74,204.68,207.71,5010423
2026-01-05,206.33,210.83,204.83,207.83,34613474
2026-01-06,207.61,208.14,207.44,207.79,28105267
2026-01-07,203.12,209.27,201.07,205.17,45806992
2026-01-08,204.59,207.81,203.52,205.66,16564655
2026-01-09,205.32,210.77,203.51,207.14,32871039
2026-01-12,204.45,208.80,203.01,205.90,33701702
2026-01-13,205.45,207.68,204.71,206.20,18082273
2026-01-14,202.72,208.26,200.88,204.57,27561650
2026-01-15,205.76,209.91,204.38,207.14,33004269
2026-01-16,208.26,209.71,207.77,208.74,4238853
2026-01-19,211.11,211.49,210.98,211.24,46044370
2026-01-20,213.13,214.77,212.59,213.68,18772064
2026-01-21,213.91,219.93,211.90,215.91,36432844
2026-01-22,217.48,218.57,217.11,217.84,34789737
2026-01-23,216.71,220.29,215.51,217.90,13080178
2026-01-26,219.20,222.19,218.20,220.20,40567151
2026-01-27,219.91,226.25,217.80,222.02,38651114
2026-01-28,218.60,220.89,217.83,219.36,43555503
2026-01-29,217.43,218.02,217.23,217.63,42395663
2026-01-30,215.41,216.89,214.91,215.90,36110074
2026-02-02,213.97,215.96,213.31,214.64,13286145
2026-02-03,212.91,219.16,210.83,214.99,35230843
2026-02-04,210.76,214.71,209.45,212.08,31122326
2026-02-05,213.54,216.12,212.69,214.40,11213324
2026-02-06,215.37,220.70,213.60,217.15,7158726
2026-02-09,214.72,219.06,213.28,216.17,27503502
2026-02-10,217.90,219.96,217.21,218.58,11480331
2026-02-11,215.03,217.18,214.32,215.75,16216809
2026-02-12,214.41,217.78,213.29,215.53,36475006
2026-02-13,214.28,218.43,212.89,215.66,24043742
2026-02-16,216.03,220.71,214.47,217.59,29275343
2026-02-17,215.05,217.82,214.13,215.97,22415675
2026-02-18,211.40,216.84,209.58,213.21,41193358
2026-02-19,212.23,215.37,211.18,213.28,6205915
2026-02-20,212.99,213.08,212.96,213.02,16947807
2026-02-23,210.49,211.28,210.23,210.76,34142105
2026-02-24,207.63,212.54,206.00,209.27,49474709
2026-02-25,206.37,210.50,204.99,207.74,42385294
2026-02-26,206.20,210.64,204.72,207.68,11353790
2026-02-27,209.54,210.91,209.08,209.99,34649181
2026-03-02,211.75,214.04,210.99,212.52,38350279
2026-03-03,209.75,215.13,207.96,211.55,42478191
2026-03-04,213.48,214.99,212.98,213.98,11145656
2026-03-05,212.13,213.94,211.52,212.73,6761909
2026-03-06,209.66,215.33,207.76,211.55,27955504
2026-03-09,210.96,216.45,209.13,212.79,40512641
2026-03-10,209.27,211.67,208.46,210.07,27058837
2026-03-11,209.13,214.73,207.26,210.99,31521558
2026-03-12,209.41,209.79,209.29,209.54,36701874
2026-03-13,206.93,207.26,206.82,207.04,44864589
2026-03-16,208.15,211.31,207.09,209.20,35357771
2026-03-17,208.92,211.63,208.01,209.82,7449429
2026-03-18,211.90,214.22,211.13,212.68,41067773
2026-03-19,209.05,214.11,207.36,210.73,46085278
2026-03-20,209.26,213.69,207.79,210.74,18027472
2026-03-23,211.64,211.67,211.64,211.65,27524935
2026-03-24,212.43,213.78,211.98,212.88,3815569
2026-03-25,209.10,213.36,207.68,210.52,26497393
2026-03-26,210.30,216.34,208.29,212.31,3086123
2026-03-27,212.80,218.60,210.86,214.73,39376848
2026-03-30,213.16,218.19,211.48,214.84,16317305
2026-03-31,217.58,217.86,217.48,217.67,9171593
2026-04-01,217.93,220.57,217.05,218.81,27502984
2026-04-02,217.18,221.98,215.57,218.78,42782561
2026-04-03,220.67,222.07,220.20,221.13,28151791
2026-04-06,220.97,226.02,219.29,222.66,32803358
2026-04-07,221.55,224.65,220.51,222.58,38782112
2026-04-08,224.30,227.46,223.24,225.35,5967545
2026-04-09,224.98,226.43,224.50,225.47,32647252
2026-04-10,228.71,229.33,228.50,228.92,13381328
2026-04-13,225.58,232.27,223.35,227.81,23107434
2026-04-14,227.70,229.25,227.18,228.21,31867096
2026-04-15,225.16,227.34,224.43,225.89,15702649
2026-04-16,228.04,228.30,227.95,228.12,23588571
2026-04-17,229.00,232.42,227.86,230.14,10717869
2026-04-20,230.32,236.57,228.23,232.40,12688316
2026-04-21,229.95,230.12,229.89,230.01,11295760
2026-04-22,231.13,235.74,229.60,232.67,35543004
2026-04-23,231.06,235.21,229.68,232.44,36463871
2026-04-24,232.24,233.87,231.70,232.78,44475518
2026-04-27,229.67,232.63,228.69,230.66,25298615
2026-04-28,230.80,236.86,228.78,232.82,26193263
2026-04-29,230.78,234.19,229.64,231.91,5638803
2026-04-30,232.08,238.43,229.97,234.20,29468008
2026-05-01,233.20,238.12,231.56,234.84,31180636
2026-05-04,233.33,234.34,233.00,233.67,42266428
2026-05-05,233.82,237.62,232.55,235.09,49352217
2026-05-06,236.01,239.05,234.99,237.02,7167285
2026-05-07,232.62,237.49,231.00,234.25,9238913
2026-05-08,234.47,237.93,233.32,235.62,23527764
2026-05-11,236.33,242.64,234.23,238.44,1851485
2026-05-12,240.92,241.33,240.78,241.05,19988057
2026-05-13,241.07,243.04,240.42,241.73,13165779
2026-05-14,241.06,241.34,240.97,241.15,20099284
2026-05-15,242.57,246.98,241.10,244.04,41582609
2026-05-18,241.67,246.47,240.07,243.27,43275340
2026-05-19,241.59,247.77,239.52,243.65,46945306
2026-05-20,244.82,251.26,242.68,246.97,24692077
2026-05-21,243.60,246.84,242.52,244.68,16172860
2026-05-22,244.49,245.08,244.29,244.68,41322553
2026-05-25,245.86,248.84,244.87,246.85,43348055
2026-05-26,245.78,248.27,244.95,246.61,49514631
2026-05-27,244.40,250.82,242.26,246.54,6383905
2026-05-28,248.78,252.49,247.54,250.02,38364269
2026-05-29,250.52,255.44,248.88,252.16,47134255
2026-06-01,253.96,259.02,252.27,255.65,30253062
2026-06-02,256.73,261.00,255.31,258.15,11123017
2026-06-03,261.39,263.02,260.85,261.94,10703002
2026-06-04,258.13,261.77,256.91,259.34,12125677
2026-06-05,256.32,262.49,254.26,258.37,10034438
2026-06-08,260.03,260.66,259.82,260.24,38564162
2026-06-09,256.91,262.97,254.89,258.93,25218770
2026-06-10,259.81,264.32,258.31,261.32,25859317
2026-06-11,256.18,260.57,254.72,257.65,32447823
2026-06-12,256.98,257.04,256.96,257.00,47949050
2026-06-15,256.94,264.09,254.56,259.33,37556855
2026-06-16,257.26,264.05,255.00,259.53,38429929
