date,open,high,low,close,volume
2025-09-22,236.57,241.17,235.04,238.10,9267178
2025-09-23,236.23,237.07,235.95,236.51,47374542
2025-09-24,236.88,240.75,235.59,238.17,16938792
2025-09-25,235.67,240.70,234.00,237.35,15213312
2025-09-26,238.66,244.36,236.76,240.56,748360
2025-09-29,238.38,240.92,237.54,239.23,44598373
2025-09-30,235.19,242.25,232.83,237.54,20226268
2025-10-01,239.15,241.24,238.45,239.84,37335762
2025-10-02,239.45,240.98,238.94,239.96,6953630
2025-10-03,239.50,239.90,239.37,239.64,22640069
2025-10-06,239.16,246.09,236.85,241.47,44631769
2025-10-07,241.34,243.98,240.46,242.22,23354598
2025-10-08,243.73,247.38,242.52,244.95,25370847
2025-10-09,246.94,247.67,246.69,247.18,44564331
2025-10-10,247.36,248.14,247.10,247.62,26491389
2025-10-13,251.16,251.68,250.99,251.33,30967444
2025-10-14,250.63,253.48,249.68,251.58,34003790
2025-10-15,253.02,254.37,252.57,253.47,42606956
2025-10-16,250.34,251.19,250.05,250.62,9348462
2025-10-17,249.39,251.82,248.58,250.20,17094109
2025-10-20,249.64,255.40,247.72,251.56,13424803
2025-10-21,248.93,255.71,246.67,251.19,33162562
2025-10-22,246.75,253.10,244.63,248.87,25794088
2025-10-23,243.92,249.83,241.95,245.89,45318802
2025-10-24,242.56,245.55,241.57,243.56,13803750
2025-10-27,245.40,249.45,244.05,246.75,3897605
2025-10-28,247.08,253.85,244.82,249.33,19065163
2025-10-29,252.52,253.95,252.05,253.00,24541832
2025-10-30,254.48,260.97,252.31,256.64,26813570
2025-10-31,254.08,258.43,252.63,255.53,18965652
2025-11-03,256.99,257.95,256.67,257.31,40126555
2025-11-04,252.23,256.48,250.81,253.65,6848137
2025-11-05,251.79,258.29,249.62,253.96,26018990
2025-11-06,250.21,257.76,247.69,252.73,9513554
2025-11-07,252.58,257.23,251.03,254.13,18677677
2025-11-10,256.21,258.12,255.57,256.84,21076529
2025-11-11,259.39,261.38,258.72,260.05,42850424
2025-11-12,258.23,260.91,257.34,259.13,32138262
2025-11-13,257.89,261.43,256.70,259.07,42970925
2025-11-14,258.63,265.10,256.47,260.78,29951416
2025-11-17,258.05,260.43,257.25,258.84,38711023
2025-11-18,260.29,263.48,259.23,261.36,19226873
2025-11-19,265.34,265.60,265.25,265.43,28304646
2025-11-20,266.91,269.52,266.04,267.78,45476272
2025-11-21,262.61,267.57,260.95,264.26,33888995
2025-11-24,259.90,266.17,257.81,261.99,46066509
2025-11-25,258.74,260.51,258.15,259.33,26674465
2025-11-26,259.84,265.01,258.11,261.56,4680844
2025-11-27,262.16,262.67,261.99,262.33,7613370
2025-11-28,258.70,265.07,256.57,260.82,42193913
2025-12-01,263.19,263.67,263.02,263.35,23670469
2025-12-02,262.63,266.19,261.44,263.81,48476649
2025-12-03,265.78,267.23,265.29,266.26,32248813
2025-12-04,267.04,270.75,265.80,268.28,22501768
2025-12-05,270.36,276.03,268.47,272.25,35771780
2025-12-08,267.22,272.77,265.37,269.07,12011290
2025-12-09,266.62,266.83,266.55,266.69,41346004
2025-12-10,267.83,275.86,265.16,270.51,23009178
2025-12-11,268.61,276.23,266.07,271.15,10884595
2025-12-12,271.82,278.66,269.54,274.10,8608687
2025-12-15,275.65,283.14,273.16,278.15,42796804
2025-12-16,279.21,282.04,278.27,280.15,15157274
2025-12-17,275.48,282.91,273.00,277.95,47246453
2025-12-18,275.14,279.79,273.59,276.69,33525867
2025-12-19,272.77,276.98,271.37,274.17,25707876
2025-12-22,270.00,276.30,267.90,272.10,46059863
2025-12-23,274.03,275.00,273.71,274.35,30699391
2025-12-24,271.46,271.67,271.39,271.53,27928393
2025-12-25,273.18,273.43,273.10,273.26,9826116
2025-12-26,273.57,279.96,271.44,275.70,42870287
2025-12-29,274.51,277.24,273.60,275.42,7853577
2025-12-30,270.69,277.35,268.47,272.91,43425143
2025-12-31,269.82,277.23,267.35,272.29,6591646
2026-01-01,269.61,272.67,268.60,270.63,9644072
2026-01-02,269.93,272.76,268.98,270.87,25742255
2026-01-05,268.54,273.77,266.80,270.28,26863584
2026-01-06,272.44,275.04,271.58,273.31,27746349
2026-01-07,270.97,273.89,269.99,271.94,302263
2026-01-08,273.13,276.59,271.98,274.28,6721945
2026-01-09,275.52,281.70,273.45,277.58,22347556
2026-01-12,279.42,280.51,279.05,279.78,18863753
2026-01-13,283.20,284.52,282.75,283.64,37211877
2026-01-14,284.45,290.23,282.52,286.37,30818402
2026-01-15,282.30,289.54,279.89,284.71,2879173
2026-01-16,282.29,286.02,281.05,283.53,33223584
2026-01-19,283.34,290.20,281.05,285.62,31819135
2026-01-20,283.01,288.69,281.11,284.90,15829379
2026-01-21,282.53,287.07,281.02,284.04,13661399
2026-01-22,278.32,283.52,276.59,280.06,22216917
2026-01-23,283.42,286.15,282.51,284.33,41692712
2026-01-26,280.45,285.95,278.61,282.28,7748610
2026-01-27,284.37,286.28,283.74,285.01,40653017
2026-01-28,283.13,290.31,280.74,285.52,43141827
2026-01-29,284.16,291.68,281.66,286.67,15950030
2026-01-30,282.94,283.67,282.69,283.18,6849458
2026-02-02,276.84,283.88,274.49,279.19,34416737
2026-02-03,280.62,288.51,278.00,283.25,39340029
2026-02-04,284.48,287.84,283.36,285.60,19110945
2026-02-05,288.15,289.89,287.57,288.73,8164012
2026-02-06,285.66,291.69,283.65,287.67,48742737
2026-02-09,281.94,287.07,280.22,283.65,37132573
2026-02-10,278.82,282.38,277.63,280.00,3541830
2026-02-11,282.83,283.44,282.63,283.04,43752106
2026-02-12,282.52,283.60,282.16,282.88,2073109
2026-02-13,284.43,284.91,284.28,284.59,37204907
2026-02-16,281.85,285.49,280.63,283.06,7651519
2026-02-17,278.30,280.73,277.49,279.11,10243089
2026-02-18,278.51,281.86,277.40,279.63,14409217
2026-02-19,276.95,279.12,276.23,277.67,34618616
2026-02-20,273.85,277.93,272.49,275.21,21655309
2026-02-23,273.09,281.28,270.36,275.82,8909519
2026-02-24,273.79,277.64,272.51,275.07,38199678
2026-02-25,273.05,277.96,271.41,274.69,37768945
2026-02-26,272.35,278.87,270.17,274.52,1485918
2026-02-27,271.70,272.59,271.40,272.00,31589252
2026-03-02,268.37,270.86,267.54,269.20,45102716
2026-03-03,270.42,274.47,269.07,271.77,11999180
2026-03-04,274.15,277.21,273.12,275.17,14553316
2026-03-05,276.01,276.49,275.85,276.17,30505013
2026-03-06,272.38,274.80,271.57,273.18,37403155
2026-03-09,269.28,275.20,267.31,271.25,23543642
2026-03-10,274.34,274.76,274.20,274.48,11977434
2026-03-11,272.73,275.16,271.91,273.54,48090879
2026-03-12,269.60,276.19,267.40,271.80,46501529
2026-03-13,268.53,270.19,267.98,269.09,32200968
2026-03-16,267.17,270.90,265.92,268.41,33739708
2026-03-17,269.70,276.77,267.34,272.06,15329174
2026-03-18,267.65,275.24,265.13,270.18,13918518
2026-03-19,271.03,275.09,269.68,272.39,12732333
2026-03-20,266.79,273.66,264.49,269.08,26218068
2026-03-23,269.77,270.94,269.38,270.16,19977534
2026-03-24,266.66,267.72,266.31,267.02,3622644
2026-03-25,264.73,269.00,263.30,266.15,23626058
2026-03-26,262.98,265.45,262.16,263.80,47579985
2026-03-27,263.08,267.92,261.47,264.69,2518124
2026-03-30,263.88,265.24,263.43,264.34,24625048
2026-03-31,261.10,266.28,259.37,262.83,16744445
2026-04-01,261.51,268.90,259.04,263.97,26328315
2026-04-02,266.06,270.94,264.43,267.68,31369392
2026-04-03,269.77,271.87,269.08,270.47,21739829
2026-04-06,270.08,274.51,268.60,271.56,3037592
2026-04-07,267.42,271.38,266.10,268.74,30394459
2026-04-08,270.51,277.76,268.09,272.92,22996583
2026-04-09,271.22,271.37,271.17,271.27,28837740
2026-04-10,272.05,278.62,269.86,274.24,44260641
2026-04-13,269.92,275.16,268.17,271.66,1008131
2026-04-14,267.85,270.08,267.11,268.59,15644314
2026-04-15,268.17,268.56,268.04,268.30,34395638
2026-04-16,268.62,270.57,267.98,269.27,4217704
2026-04-17,271.30,277.63,269.19,273.41,6244481
2026-04-20,268.79,273.39,267.26,270.32,11780424
2026-04-21,265.04,273.05,262.36,267.71,9845596
2026-04-22,268.00,268.85,267.71,268.28,15253515
2026-04-23,269.09,274.90,267.15,271.03,23819224
2026-04-24,272.85,275.10,272.10,273.60,32527241
2026-04-27,274.08,280.00,272.10,276.05,977072
2026-04-28,273.03,279.71,270.81,275.26,13190243
2026-04-29,275.96,281.45,274.14,277.79,41061275
2026-04-30,276.19,280.20,274.85,277.52,16097834
2026-05-01,279.41,283.61,278.00,280.81,3810611
2026-05-04,278.46,285.92,275.97,280.95,25072647
2026-05-05,278.84,285.00,276.79,280.90,36071770
2026-05-06,276.29,284.37,273.60,278.98,14311642
2026-05-07,279.42,284.09,277.87,280.98,49920012
2026-05-08,282.06,290.34,279.30,284.82,682373
2026-05-11,282.42,287.42,280.75,284.09,47604449
2026-05-12,281.48,282.90,281.01,281.95,49662848
2026-05-13,276.67,281.82,274.95,278.38,34320327
2026-05-14,278.88,282.09,277.81,279.95,49981613
2026-05-15,277.29,283.09,275.36,279.22,5329449
2026-05-18,280.79,285.14,279.33,282.24,41854249
2026-05-19,276.89,281.10,275.49,278.29,34137767
2026-05-20,280.26,286.52,278.17,282.34,14818453
2026-05-21,280.04,285.74,278.14,281.94,18747067
2026-05-22,277.04,281.74,275.47,278.61,48045305
2026-05-25,277.76,281.74,276.44,279.09,32861226
2026-05-26,281.21,284.51,280.11,282.31,37660597
2026-05-27,284.67,290.41,282.76,286.58,31923745
2026-05-28,284.34,292.01,281.78,286.90,37789510
2026-05-29,289.63,291.98,288.84,290.41,16392086
2026-06-01,290.89,296.98,288.86,292.92,8202675
2026-06-02,295.58,298.53,294.59,296.56,7403071
2026-06-03,294.15,300.33,292.09,296.21,33228699
2026-06-04,294.23,298.23,292.89,295.56,17693040
2026-06-05,294.69,300.77,292.66,296.72,20431992
2026-06-08,292.36,294.68,291.58,293.13,39765920
2026-06-09,294.96,298.83,293.68,296.25,38574795
2026-06-10,298.94,301.84,297.97,299.91,35616509
2026-06-11,300.96,307.55,298.76,303.16,5454543
2026-06-12,305.47,311.43,303.48,307.45,20041046
2026-06-15,305.68,306.30,305.47,305.89,34563974
2026-06-16,305.53,306.83,305.10,305.96,17169105
2026-06-17,304.43,313.37,301.44,307.41,33531706
